timestamp,hour,day_of_week,month,is_weekend,is_holiday,temperature_c,rainfall_mm,occupancy_pct,hostel_a_kl,hostel_b_kl,academic_kl,canteen_kl,gardens_kl,admin_lab_kl,total_kl,prev_day_total
2024-01-01 04:45:00,4,0,1,0,1,20.5,0.0,0.0,0.503,0.548,0.196,0.206,0.1,0.063,1.556,1800.0
2024-01-01 05:00:00,5,0,1,0,1,21.9,0.0,0.0,4.033,4.23,0.177,0.184,0.1,0.057,8.513,1800.0
2024-01-01 05:15:00,5,0,1,0,1,23.2,0.0,0.0,5.061,3.467,0.212,0.244,0.1,0.068,8.931,1800.0
2024-01-01 05:30:00,5,0,1,0,1,20.5,0.0,0.0,4.273,4.561,0.217,0.2,0.1,0.07,9.068,1800.0
2024-01-01 05:45:00,5,0,1,0,1,21.5,0.0,0.0,4.075,4.127,0.182,0.231,0.1,0.058,8.487,1800.0
2024-01-01 06:00:00,6,0,1,0,1,20.8,0.0,0.0,4.371,3.834,0.211,0.221,1.579,0.068,9.914,1800.0
2024-01-01 06:15:00,6,0,1,0,1,24.0,0.0,0.0,5.516,4.051,0.216,0.175,1.302,0.069,11.102,1800.0
2024-01-01 06:30:00,6,0,1,0,1,22.8,0.0,0.0,4.619,4.177,0.224,0.205,1.627,0.072,10.64,1800.0
2024-01-01 06:45:00,6,0,1,0,1,22.3,0.0,0.0,4.013,3.541,0.213,0.181,1.618,0.068,9.359,1800.0
2024-01-01 07:00:00,7,0,1,0,1,23.7,0.0,0.0,4.172,4.109,0.219,2.54,1.522,0.07,12.36,1800.0
2024-01-01 07:15:00,7,0,1,0,1,19.9,0.0,0.0,4.191,3.933,0.207,2.883,1.624,0.066,12.382,1800.0
2024-01-01 07:30:00,7,0,1,0,1,22.0,0.0,0.0,5.081,3.465,0.199,2.511,1.647,0.064,12.578,1800.0
2024-01-01 07:45:00,7,0,1,0,1,22.1,0.0,0.0,4.445,3.881,0.214,2.942,1.489,0.069,12.656,1800.0
2024-01-01 08:00:00,8,0,1,0,1,20.7,0.0,0.0,1.897,1.773,0.19,3.013,0.1,0.061,6.777,1800.0
2024-01-01 08:15:00,8,0,1,0,1,22.1,0.0,0.0,2.023,1.963,0.201,2.457,0.1,0.064,6.608,1800.0
2024-01-01 08:30:00,8,0,1,0,1,22.5,0.0,0.0,2.312,1.767,0.228,3.072,0.1,0.073,7.344,1800.0
2024-01-01 08:45:00,8,0,1,0,1,21.1,0.0,0.0,2.303,2.614,0.211,3.141,0.1,0.068,8.146,1800.0
2024-01-01 09:00:00,9,0,1,0,1,23.4,0.0,0.0,2.33,1.733,0.17,0.817,0.1,0.054,5.085,1800.0
2024-01-01 09:15:00,9,0,1,0,1,20.7,0.0,0.0,2.663,1.607,0.214,0.639,0.1,0.068,5.098,1800.0
2024-01-01 09:30:00,9,0,1,0,1,21.3,0.0,0.0,2.418,2.211,0.203,0.855,0.1,0.065,5.655,1800.0
2024-01-01 09:45:00,9,0,1,0,1,20.1,0.0,0.0,2.209,1.821,0.243,0.863,0.1,0.078,5.105,1800.0
2024-01-01 10:00:00,10,0,1,0,1,19.0,0.0,0.0,2.237,1.858,0.167,0.723,0.1,0.053,4.907,1800.0
2024-01-01 10:15:00,10,0,1,0,1,24.5,0.0,0.0,2.105,1.821,0.235,0.84,0.1,0.075,5.087,1800.0
2024-01-01 10:30:00,10,0,1,0,1,20.1,0.0,0.0,2.384,2.002,0.233,0.667,0.1,0.075,5.245,1800.0
2024-01-01 10:45:00,10,0,1,0,1,24.8,0.0,0.0,2.453,1.811,0.209,0.877,0.1,0.067,5.43,1800.0
2024-01-01 11:00:00,11,0,1,0,1,20.6,0.0,0.0,0.497,0.383,0.198,0.601,0.1,0.063,1.774,1800.0
2024-01-01 11:15:00,11,0,1,0,1,20.0,0.0,0.0,0.478,0.446,0.229,0.656,0.1,0.073,1.903,1800.0
2024-01-01 11:30:00,11,0,1,0,1,23.7,0.0,0.0,0.501,0.431,0.201,0.865,0.1,0.064,2.115,1800.0
2024-01-01 11:45:00,11,0,1,0,1,22.2,0.0,0.0,0.579,0.386,0.243,0.605,0.1,0.078,1.932,1800.0
2024-01-01 12:00:00,12,0,1,0,1,21.8,0.0,0.0,0.529,0.419,0.204,3.854,0.1,0.065,5.011,1800.0
2024-01-01 12:15:00,12,0,1,0,1,21.3,13.5,0.0,0.469,0.424,0.219,4.081,0.1,0.07,5.184,1800.0
2024-01-01 12:30:00,12,0,1,0,1,22.5,0.0,0.0,0.529,0.404,0.189,3.799,0.1,0.06,4.941,1800.0
2024-01-01 12:45:00,12,0,1,0,1,22.9,0.0,0.0,0.411,0.386,0.187,3.965,0.1,0.06,4.978,1800.0
2024-01-01 13:00:00,13,0,1,0,1,24.3,0.0,0.0,0.478,0.497,0.2,3.773,0.1,0.064,5.018,1800.0
2024-01-01 13:15:00,13,0,1,0,1,21.5,0.0,0.0,0.486,0.413,0.238,3.926,0.1,0.076,5.07,1800.0
2024-01-01 13:30:00,13,0,1,0,1,19.3,0.0,0.0,0.478,0.491,0.216,3.75,0.1,0.069,4.881,1800.0
2024-01-01 13:45:00,13,0,1,0,1,22.9,0.0,0.0,0.465,0.44,0.158,4.208,0.1,0.051,5.283,1800.0
2024-01-01 14:00:00,14,0,1,0,1,21.5,0.0,0.0,0.54,0.458,0.189,0.184,0.1,0.06,1.481,1800.0
2024-01-01 14:15:00,14,0,1,0,1,22.4,0.0,0.0,0.478,0.449,0.211,0.217,0.1,0.068,1.481,1800.0
2024-01-01 14:30:00,14,0,1,0,1,23.7,0.0,0.0,0.476,0.408,0.196,0.206,0.1,0.063,1.418,1800.0
2024-01-01 14:45:00,14,0,1,0,1,24.2,0.0,0.0,0.485,0.44,0.186,0.199,0.1,0.06,1.442,1800.0
2024-01-01 15:00:00,15,0,1,0,1,23.9,0.0,0.0,0.539,0.435,0.208,0.214,0.1,0.067,1.53,1800.0
2024-01-01 15:15:00,15,0,1,0,1,21.4,0.0,0.0,0.503,0.483,0.209,0.201,0.1,0.067,1.513,1800.0
2024-01-01 15:30:00,15,0,1,0,1,25.4,0.0,0.0,0.52,0.535,0.185,0.217,0.1,0.059,1.595,1800.0
2024-01-01 15:45:00,15,0,1,0,1,22.3,0.0,0.0,0.494,0.483,0.171,0.216,0.1,0.055,1.475,1800.0
2024-01-01 16:00:00,16,0,1,0,1,21.8,0.0,0.0,0.432,0.407,0.203,0.207,0.1,0.065,1.37,1800.0
2024-01-01 16:15:00,16,0,1,0,1,24.8,0.0,0.0,0.529,0.483,0.215,0.23,0.1,0.069,1.598,1800.0
2024-01-01 16:30:00,16,0,1,0,1,23.1,0.0,0.0,0.493,0.492,0.191,0.166,0.1,0.061,1.466,1800.0
2024-01-01 16:45:00,16,0,1,0,1,24.0,0.0,0.0,0.514,0.452,0.151,0.182,0.1,0.048,1.418,1800.0
2024-01-01 17:00:00,17,0,1,0,1,21.8,0.0,0.0,3.781,3.346,0.201,0.191,1.062,0.064,8.377,1800.0
2024-01-01 17:15:00,17,0,1,0,1,20.4,0.0,0.0,3.75,2.922,0.211,0.221,1.154,0.067,8.01,1800.0
2024-01-01 17:30:00,17,0,1,0,1,20.8,0.0,0.0,3.694,3.822,0.202,0.224,1.007,0.065,8.688,1800.0
2024-01-01 17:45:00,17,0,1,0,1,25.1,0.0,0.0,4.414,3.03,0.195,0.23,1.088,0.062,8.888,1800.0
2024-01-01 18:00:00,18,0,1,0,1,21.3,3.5,0.0,3.68,2.811,0.229,0.218,0.986,0.073,7.729,1800.0
2024-01-01 18:15:00,18,0,1,0,1,22.3,0.0,0.0,3.04,3.846,0.172,0.166,0.994,0.055,8.038,1800.0
2024-01-01 18:30:00,18,0,1,0,1,22.6,0.0,0.0,3.789,3.69,0.171,0.198,0.992,0.055,8.654,1800.0
2024-01-01 18:45:00,18,0,1,0,1,20.3,0.0,0.0,3.971,3.325,0.219,0.18,1.05,0.07,8.476,1800.0
2024-01-01 19:00:00,19,0,1,0,1,21.2,0.0,0.0,3.522,2.902,0.196,2.517,0.1,0.063,8.985,1800.0
2024-01-01 19:15:00,19,0,1,0,1,18.6,0.0,0.0,3.555,3.41,0.198,2.434,0.1,0.063,9.301,1800.0
2024-01-01 19:30:00,19,0,1,0,1,22.9,0.0,0.0,4.065,3.175,0.175,3.212,0.1,0.056,10.509,1800.0
2024-01-01 19:45:00,19,0,1,0,1,21.5,0.0,0.0,4.376,3.267,0.212,2.593,0.1,0.068,10.271,1800.0
2024-01-01 20:00:00,20,0,1,0,1,26.6,0.0,0.0,4.192,3.813,0.151,2.257,0.1,0.048,10.487,1800.0
2024-01-01 20:15:00,20,0,1,0,1,20.6,0.0,0.0,3.574,3.011,0.234,2.764,0.1,0.075,9.397,1800.0
2024-01-01 20:30:00,20,0,1,0,1,22.0,0.0,0.0,4.318,4.075,0.22,2.368,0.1,0.07,10.817,1800.0
2024-01-01 20:45:00,20,0,1,0,1,24.4,0.0,0.0,3.494,2.918,0.219,3.073,0.1,0.07,9.695,1800.0
2024-01-01 21:00:00,21,0,1,0,1,19.9,0.0,0.0,0.528,0.42,0.187,0.192,0.1,0.06,1.428,1800.0
2024-01-01 21:15:00,21,0,1,0,1,21.4,0.0,0.0,0.502,0.403,0.205,0.199,0.1,0.066,1.427,1800.0
2024-01-01 21:30:00,21,0,1,0,1,21.6,0.0,0.0,0.455,0.45,0.205,0.186,0.1,0.066,1.415,1800.0
2024-01-01 21:45:00,21,0,1,0,1,21.2,0.0,0.0,0.505,0.473,0.167,0.211,0.1,0.053,1.458,1800.0
2024-01-01 22:00:00,22,0,1,0,1,21.0,0.0,0.0,0.529,0.452,0.145,0.191,0.1,0.046,1.412,1800.0
2024-01-01 22:15:00,22,0,1,0,1,21.5,0.0,0.0,0.532,0.367,0.199,0.176,0.1,0.064,1.39,1800.0
2024-01-01 22:30:00,22,0,1,0,1,21.0,0.0,0.0,0.502,0.414,0.215,0.222,0.1,0.069,1.469,1800.0
2024-01-01 22:45:00,22,0,1,0,1,23.2,0.0,0.0,0.376,0.405,0.212,0.196,0.1,0.068,1.324,1800.0
2024-01-01 23:00:00,23,0,1,0,1,22.6,0.0,0.0,0.47,0.461,0.232,0.198,0.1,0.074,1.493,1800.0
2024-01-01 23:15:00,23,0,1,0,1,22.2,0.0,0.0,0.476,0.421,0.208,0.192,0.1,0.067,1.42,1800.0
2024-01-01 23:30:00,23,0,1,0,1,22.4,0.0,0.0,0.604,0.428,0.219,0.195,0.1,0.07,1.571,1800.0
2024-01-01 23:45:00,23,0,1,0,1,24.0,0.0,0.0,0.406,0.425,0.2,0.234,0.1,0.064,1.4,1800.0
2024-01-02 00:00:00,0,1,1,0,1,21.7,0.0,0.0,0.545,0.444,0.182,0.206,0.1,0.058,1.487,137.31
2024-01-02 00:15:00,0,1,1,0,1,22.2,0.0,0.0,0.528,0.455,0.192,0.213,0.1,0.061,1.504,137.31
2024-01-02 00:30:00,0,1,1,0,1,25.4,0.0,0.0,0.476,0.458,0.178,0.184,0.1,0.057,1.433,137.31
2024-01-02 00:45:00,0,1,1,0,1,24.3,0.0,0.0,0.52,0.486,0.19,0.195,0.1,0.061,1.522,137.31
2024-01-02 01:00:00,1,1,1,0,1,20.5,0.0,0.0,0.479,0.416,0.219,0.219,0.1,0.07,1.447,137.31
2024-01-02 01:15:00,1,1,1,0,1,24.1,0.0,0.0,0.55,0.406,0.175,0.164,0.1,0.056,1.424,137.31
2024-01-02 01:30:00,1,1,1,0,1,24.2,0.0,0.0,0.509,0.556,0.196,0.201,0.1,0.063,1.594,137.31
2024-01-02 01:45:00,1,1,1,0,1,24.7,0.0,0.0,0.53,0.405,0.209,0.238,0.1,0.067,1.523,137.31
2024-01-02 02:00:00,2,1,1,0,1,24.0,0.0,0.0,0.509,0.444,0.198,0.216,0.1,0.063,1.5,137.31
2024-01-02 02:15:00,2,1,1,0,1,25.8,0.0,0.0,0.526,0.433,0.191,0.18,0.1,0.061,1.475,137.31
2024-01-02 02:30:00,2,1,1,0,1,19.5,0.0,0.0,0.489,0.468,0.225,0.184,0.1,0.072,1.472,137.31
2024-01-02 02:45:00,2,1,1,0,1,19.7,0.0,0.0,0.487,0.429,0.195,0.146,0.1,0.062,1.36,137.31
2024-01-02 03:00:00,3,1,1,0,1,21.9,0.0,0.0,0.554,0.359,0.18,0.21,0.1,0.057,1.416,137.31
2024-01-02 03:15:00,3,1,1,0,1,20.8,0.0,0.0,0.492,0.553,0.201,0.2,0.1,0.064,1.553,137.31
2024-01-02 03:30:00,3,1,1,0,1,22.0,0.0,0.0,0.494,0.447,0.251,0.178,0.1,0.08,1.504,137.31
2024-01-02 03:45:00,3,1,1,0,1,24.1,0.0,0.0,0.367,0.495,0.159,0.193,0.1,0.051,1.338,137.31
2024-01-02 04:00:00,4,1,1,0,1,21.4,0.0,0.0,0.493,0.463,0.217,0.173,0.1,0.069,1.465,137.31
2024-01-02 04:15:00,4,1,1,0,1,21.5,0.0,0.0,0.497,0.481,0.225,0.214,0.1,0.072,1.538,137.31
2024-01-02 04:30:00,4,1,1,0,1,20.3,0.9,0.0,0.474,0.462,0.176,0.214,0.1,0.056,1.424,137.31
2024-01-02 04:45:00,4,1,1,0,1,21.6,0.0,0.0,0.481,0.45,0.205,0.233,0.1,0.066,1.486,137.31
2024-01-02 05:00:00,5,1,1,0,1,20.5,0.0,0.0,4.737,3.851,0.207,0.175,0.1,0.066,8.793,137.31
2024-01-02 05:15:00,5,1,1,0,1,23.4,0.0,0.0,4.426,3.523,0.184,0.226,0.1,0.059,8.322,137.31
2024-01-02 05:30:00,5,1,1,0,1,19.4,0.0,0.0,3.988,4.578,0.158,0.234,0.1,0.051,8.717,137.31
2024-01-02 05:45:00,5,1,1,0,1,22.3,0.0,0.0,4.461,4.302,0.199,0.193,0.1,0.064,9.054,137.31
2024-01-02 06:00:00,6,1,1,0,1,24.0,2.5,0.0,5.362,4.197,0.188,0.192,1.307,0.06,11.079,137.31
2024-01-02 06:15:00,6,1,1,0,1,22.2,0.0,0.0,4.578,3.616,0.208,0.166,1.654,0.067,9.991,137.31
2024-01-02 06:30:00,6,1,1,0,1,22.7,0.0,0.0,5.148,4.513,0.18,0.21,1.476,0.058,11.278,137.31
2024-01-02 06:45:00,6,1,1,0,1,23.2,0.0,0.0,4.25,3.969,0.21,0.185,1.528,0.067,9.965,137.31
2024-01-02 07:00:00,7,1,1,0,1,20.9,0.0,0.0,3.89,3.679,0.227,2.535,1.586,0.073,11.564,137.31
2024-01-02 07:15:00,7,1,1,0,1,19.4,0.0,0.0,4.697,4.025,0.183,3.01,1.414,0.059,12.812,137.31
2024-01-02 07:30:00,7,1,1,0,1,22.2,0.0,0.0,3.824,4.307,0.193,2.873,1.527,0.062,12.415,137.31
2024-01-02 07:45:00,7,1,1,0,1,21.5,0.0,0.0,4.249,4.598,0.214,2.631,1.595,0.069,12.922,137.31
2024-01-02 08:00:00,8,1,1,0,1,23.5,0.0,0.0,1.847,2.137,0.174,2.732,0.1,0.056,6.888,137.31
2024-01-02 08:15:00,8,1,1,0,1,23.6,0.0,0.0,2.224,2.035,0.222,3.05,0.1,0.071,7.532,137.31
2024-01-02 08:30:00,8,1,1,0,1,22.7,0.0,0.0,1.895,1.926,0.216,2.84,0.1,0.069,6.86,137.31
2024-01-02 08:45:00,8,1,1,0,1,22.7,0.0,0.0,2.157,1.929,0.214,2.808,0.1,0.068,7.084,137.31
2024-01-02 09:00:00,9,1,1,0,1,22.0,0.0,0.0,1.919,2.024,0.179,0.928,0.1,0.057,5.051,137.31
2024-01-02 09:15:00,9,1,1,0,1,21.6,0.0,0.0,2.227,2.191,0.204,0.903,0.1,0.065,5.508,137.31
2024-01-02 09:30:00,9,1,1,0,1,19.8,0.0,0.0,1.93,2.039,0.214,0.805,0.1,0.069,4.945,137.31
2024-01-02 09:45:00,9,1,1,0,1,23.8,0.0,0.0,2.063,2.341,0.193,0.755,0.1,0.062,5.398,137.31
2024-01-02 10:00:00,10,1,1,0,1,24.2,0.0,0.0,2.025,2.076,0.194,0.72,0.1,0.062,5.078,137.31
2024-01-02 10:15:00,10,1,1,0,1,20.5,0.0,0.0,1.99,1.93,0.205,0.955,0.1,0.065,5.048,137.31
2024-01-02 10:30:00,10,1,1,0,1,20.5,0.0,0.0,2.167,1.791,0.246,0.734,0.1,0.079,4.924,137.31
2024-01-02 10:45:00,10,1,1,0,1,23.8,0.0,0.0,2.524,1.824,0.189,0.738,0.1,0.061,5.321,137.31
2024-01-02 11:00:00,11,1,1,0,1,21.2,0.0,0.0,0.475,0.433,0.193,0.683,0.1,0.062,1.878,137.31
2024-01-02 11:15:00,11,1,1,0,1,23.2,0.0,0.0,0.552,0.416,0.213,0.82,0.1,0.068,2.117,137.31
2024-01-02 11:30:00,11,1,1,0,1,19.7,0.0,0.0,0.458,0.447,0.193,0.858,0.1,0.062,2.03,137.31
2024-01-02 11:45:00,11,1,1,0,1,22.8,0.0,0.0,0.554,0.432,0.184,0.662,0.1,0.059,1.94,137.31
2024-01-02 12:00:00,12,1,1,0,1,20.9,0.0,0.0,0.458,0.44,0.214,3.076,0.1,0.068,4.201,137.31
2024-01-02 12:15:00,12,1,1,0,1,16.8,0.0,0.0,0.456,0.418,0.221,3.773,0.1,0.071,4.757,137.31
2024-01-02 12:30:00,12,1,1,0,1,24.8,0.0,0.0,0.512,0.453,0.219,3.669,0.1,0.07,4.942,137.31
2024-01-02 12:45:00,12,1,1,0,1,22.6,0.0,0.0,0.536,0.487,0.223,4.053,0.1,0.071,5.323,137.31
2024-01-02 13:00:00,13,1,1,0,1,23.0,0.0,0.0,0.481,0.403,0.186,3.698,0.1,0.06,4.805,137.31
2024-01-02 13:15:00,13,1,1,0,1,22.6,0.0,0.0,0.52,0.448,0.201,2.956,0.1,0.064,4.174,137.31
2024-01-02 13:30:00,13,1,1,0,1,23.1,0.0,0.0,0.575,0.449,0.205,3.339,0.1,0.066,4.619,137.31
2024-01-02 13:45:00,13,1,1,0,1,22.8,0.0,0.0,0.502,0.467,0.204,3.321,0.1,0.065,4.538,137.31
2024-01-02 14:00:00,14,1,1,0,1,22.3,0.0,0.0,0.482,0.448,0.164,0.219,0.1,0.052,1.423,137.31
2024-01-02 14:15:00,14,1,1,0,1,21.3,0.0,0.0,0.506,0.415,0.208,0.231,0.1,0.066,1.476,137.31
2024-01-02 14:30:00,14,1,1,0,1,21.9,0.0,0.0,0.415,0.422,0.175,0.196,0.1,0.056,1.323,137.31
2024-01-02 14:45:00,14,1,1,0,1,23.0,0.0,0.0,0.549,0.451,0.189,0.174,0.1,0.06,1.486,137.31
2024-01-02 15:00:00,15,1,1,0,1,23.3,0.0,0.0,0.489,0.39,0.198,0.213,0.1,0.063,1.418,137.31
2024-01-02 15:15:00,15,1,1,0,1,20.2,0.0,0.0,0.583,0.438,0.205,0.195,0.1,0.066,1.525,137.31
2024-01-02 15:30:00,15,1,1,0,1,22.5,0.0,0.0,0.504,0.43,0.219,0.193,0.1,0.07,1.474,137.31
2024-01-02 15:45:00,15,1,1,0,1,22.8,0.0,0.0,0.499,0.455,0.209,0.211,0.1,0.067,1.501,137.31
2024-01-02 16:00:00,16,1,1,0,1,22.7,0.0,0.0,0.453,0.454,0.225,0.21,0.1,0.072,1.474,137.31
2024-01-02 16:15:00,16,1,1,0,1,20.5,0.0,0.0,0.498,0.41,0.236,0.199,0.1,0.076,1.462,137.31
2024-01-02 16:30:00,16,1,1,0,1,19.9,0.0,0.0,0.42,0.465,0.187,0.22,0.1,0.06,1.394,137.31
2024-01-02 16:45:00,16,1,1,0,1,21.6,0.0,0.0,0.499,0.42,0.152,0.168,0.1,0.048,1.343,137.31
2024-01-02 17:00:00,17,1,1,0,1,23.1,0.0,0.0,3.93,3.491,0.2,0.189,0.974,0.064,8.631,137.31
2024-01-02 17:15:00,17,1,1,0,1,21.4,0.0,0.0,3.799,2.987,0.23,0.218,0.978,0.074,8.012,137.31
2024-01-02 17:30:00,17,1,1,0,1,22.0,0.0,0.0,3.493,3.356,0.195,0.198,0.982,0.062,8.038,137.31
2024-01-02 17:45:00,17,1,1,0,1,20.9,0.0,0.0,4.429,3.541,0.189,0.211,1.14,0.06,9.231,137.31
2024-01-02 18:00:00,18,1,1,0,1,23.4,0.0,0.0,4.434,3.454,0.208,0.214,0.942,0.067,9.104,137.31
2024-01-02 18:15:00,18,1,1,0,1,23.6,0.0,0.0,4.261,3.405,0.242,0.186,1.174,0.077,9.139,137.31
2024-01-02 18:30:00,18,1,1,0,1,22.3,0.0,0.0,3.439,3.181,0.212,0.223,1.297,0.068,8.179,137.31
2024-01-02 18:45:00,18,1,1,0,1,21.9,0.0,0.0,3.813,3.381,0.212,0.18,0.974,0.068,8.365,137.31
2024-01-02 19:00:00,19,1,1,0,1,19.5,0.0,0.0,4.127,3.613,0.163,2.23,0.1,0.052,9.847,137.31
2024-01-02 19:15:00,19,1,1,0,1,19.7,0.0,0.0,4.501,3.676,0.199,2.448,0.1,0.064,10.532,137.31
2024-01-02 19:30:00,19,1,1,0,1,23.3,0.0,0.0,4.08,3.399,0.211,2.124,0.1,0.067,9.747,137.31
2024-01-02 19:45:00,19,1,1,0,1,24.1,0.0,0.0,4.072,3.496,0.205,2.335,0.1,0.066,10.074,137.31
2024-01-02 20:00:00,20,1,1,0,1,21.0,0.0,0.0,3.913,3.254,0.167,2.485,0.1,0.053,9.624,137.31
2024-01-02 20:15:00,20,1,1,0,1,21.8,0.0,0.0,4.172,3.698,0.165,2.391,0.1,0.053,10.251,137.31
2024-01-02 20:30:00,20,1,1,0,1,20.3,0.0,0.0,4.083,2.96,0.222,2.288,0.1,0.071,9.349,137.31
2024-01-02 20:45:00,20,1,1,0,1,19.7,0.0,0.0,3.705,3.368,0.174,2.799,0.1,0.056,9.778,137.31
2024-01-02 21:00:00,21,1,1,0,1,21.3,0.0,0.0,0.532,0.379,0.183,0.21,0.1,0.059,1.414,137.31
2024-01-02 21:15:00,21,1,1,0,1,23.3,0.0,0.0,0.561,0.457,0.209,0.221,0.1,0.067,1.576,137.31
2024-01-02 21:30:00,21,1,1,0,1,22.4,0.0,0.0,0.484,0.416,0.201,0.186,0.1,0.064,1.41,137.31
2024-01-02 21:45:00,21,1,1,0,1,21.8,0.0,0.0,0.448,0.443,0.16,0.218,0.1,0.051,1.377,137.31
2024-01-02 22:00:00,22,1,1,0,1,22.5,0.0,0.0,0.395,0.569,0.183,0.208,0.1,0.058,1.472,137.31
2024-01-02 22:15:00,22,1,1,0,1,20.6,0.0,0.0,0.532,0.413,0.238,0.196,0.1,0.076,1.498,137.31
2024-01-02 22:30:00,22,1,1,0,1,22.3,0.0,0.0,0.498,0.528,0.219,0.206,0.1,0.07,1.576,137.31
2024-01-02 22:45:00,22,1,1,0,1,21.3,0.0,0.0,0.503,0.489,0.224,0.213,0.1,0.072,1.547,137.31
2024-01-02 23:00:00,23,1,1,0,1,20.3,0.0,0.0,0.461,0.453,0.22,0.195,0.1,0.07,1.442,137.31
2024-01-02 23:15:00,23,1,1,0,1,22.5,0.0,0.0,0.572,0.429,0.219,0.224,0.1,0.07,1.57,137.31
2024-01-02 23:30:00,23,1,1,0,1,20.2,0.0,0.0,0.536,0.468,0.226,0.195,0.1,0.072,1.535,137.31
2024-01-02 23:45:00,23,1,1,0,1,22.2,3.1,0.0,0.449,0.384,0.167,0.182,0.1,0.053,1.297,137.31
2024-01-03 00:00:00,0,2,1,0,1,19.7,0.0,0.0,0.485,0.512,0.22,0.186,0.1,0.07,1.509,189.69
2024-01-03 00:15:00,0,2,1,0,1,25.4,0.0,0.0,0.503,0.49,0.191,0.2,0.1,0.061,1.524,189.69
2024-01-03 00:30:00,0,2,1,0,1,20.3,0.0,0.0,0.423,0.485,0.249,0.228,0.1,0.08,1.504,189.69
2024-01-03 00:45:00,0,2,1,0,1,22.8,0.0,0.0,0.487,0.457,0.196,0.211,0.1,0.063,1.475,189.69
2024-01-03 01:00:00,1,2,1,0,1,21.9,0.0,0.0,0.452,0.397,0.178,0.204,0.1,0.057,1.345,189.69
2024-01-03 01:15:00,1,2,1,0,1,24.1,0.0,0.0,0.576,0.474,0.188,0.168,0.1,0.06,1.536,189.69
2024-01-03 01:30:00,1,2,1,0,1,21.8,0.0,0.0,0.492,0.445,0.173,0.188,0.1,0.055,1.408,189.69
2024-01-03 01:45:00,1,2,1,0,1,22.5,0.0,0.0,0.57,0.437,0.188,0.201,0.1,0.06,1.514,189.69
2024-01-03 02:00:00,2,2,1,0,1,22.7,0.0,0.0,0.507,0.442,0.201,0.186,0.1,0.064,1.46,189.69
2024-01-03 02:15:00,2,2,1,0,1,21.0,0.0,0.0,0.557,0.427,0.194,0.215,0.1,0.062,1.502,189.69
2024-01-03 02:30:00,2,2,1,0,1,23.1,0.0,0.0,0.465,0.427,0.225,0.187,0.1,0.072,1.439,189.69
2024-01-03 02:45:00,2,2,1,0,1,22.4,0.0,0.0,0.611,0.386,0.21,0.185,0.1,0.067,1.516,189.69
